Normal,Ref failure
0.7520804344131355,0.3149457310291969
0.9776935581907892,0.3516969704929547
0.9813389216399554,0.3645708072643581
0.9835783257795085,0.37749590526348653
0.989170578478419,0.4092383849676535
0.9898185321267142,0.4273433652863362
0.9909806889910102,0.42866990951274464
0.9910404148362871,0.4299172148597562
0.9910453164866845,0.4309953660195217
0.9921451893048558,0.4459031199817134
0.9923521833467427,0.45730632206521304
0.9923611519883122,0.4578192263810965
0.993267893225443,0.46356063295847316
0.9942363027259268,0.46404780748078034
0.9944612378817137,0.4643303460395649
0.9948445793421496,0.4688621843868028
0.9949402529475212,0.4715320394338046
0.9956148588445537,0.47280611083702906
0.9956887182688091,0.4808051718465426
0.9957118890568893,0.48159559906368776
0.9957227972261194,0.49334250042274674
0.9957660262823423,0.49546258727817705
0.995936922473136,0.496630892106251
0.9959994317585897,0.4978802532880289
0.9963580294357112,0.5000715518238961
0.9966955970587975,0.5015414259337978
0.9971064727275547,0.5074921492514519
0.997167956893993,0.5090836078121255
0.9971716567950987,0.5093508641719897
0.9973179050574731,0.5124812091546592
0.997467064259669,0.5222787855039707
0.9975321762555471,0.5231284974303569
0.9976365664915102,0.523656897840397
0.9978357641137158,0.5248960975991939
0.9982017126424165,0.5249161510969385
0.9982436599948494,0.5273576498881059
0.9982762036041714,0.5308291185411531
0.9983257800901515,0.533566402853167
0.998334465167979,0.5365487037015566
0.9984156168962083,0.5380800088191355
0.9984524631285845,0.5422291008661504
0.9984651584674974,0.5422634968293922
0.998500785145893,0.5432434089988052
0.9985103314908236,0.5462410639655855
0.9986181405633746,0.5474845484602637
0.9986241309599092,0.5528423767271207
0.9986582857836007,0.5574231159249923
0.9987454966415094,0.5617616380407713
0.9987539758374955,0.5621109904108902
0.9987599383442364,0.5662990911447435
0.9988019951583507,0.566719396026466
0.998814774171177,0.5686250674278825
0.9988229913715111,0.5689766419613005
0.9988300206011506,0.5698089519266574
0.9988331118295053,0.5728654092291112
0.9988349129191301,0.5732809030942958
0.9988519845729907,0.5733617883709157
0.9988542021481521,0.575258131657818
0.9988802481861255,0.5790568290848401
0.9988835616503388,0.581625932265929
0.9988978401271281,0.5829877591395749
0.9989043022255407,0.583667249325172
0.9989086268409698,0.5843787602622905
0.998921089663853,0.5859627306510793
0.9989251991843596,0.5872158873055499
0.9989284702420017,0.5884824046619397
0.9989292244976186,0.5918016071894471
0.9989327695947433,0.5934612983884617
0.998932969321459,0.5939006671194612
0.9989370726396923,0.5944510513032688
0.9989436155450875,0.594539681598944
0.9989522162905466,0.5967902192558949
0.9989628995059617,0.5991392102797356
0.9989749735973917,0.6033288176030689
0.9989835691455949,0.6065664641995538
0.999004638074072,0.6078932071148712
0.9990462045549537,0.6092781841416801
0.9990524265401692,0.611418845445675
0.9990643844009002,0.6129601236130167
0.9990646611597703,0.6139786471662853
0.9990678378577186,0.6151518870553725
0.9990699273990133,0.6157720712608559
0.9990960301067808,0.6159296682929742
0.9990977232336493,0.6179431754315057
0.9990990022338,0.6190221146324533
0.9991127920278512,0.6190282066916153
0.9991140500832815,0.6190796373790536
0.9991143720368342,0.6195702993195367
0.9991221619965306,0.6198847271000856
0.9991306697684725,0.620993624211222
0.9991311697562161,0.626730840813029
0.9991343641327628,0.627304788604004
0.9991358572168826,0.6276876646244804
0.9991384190093963,0.6283569621655215
0.9991401936231933,0.6297022811365826
0.9991443616740866,0.6305810988887202
0.999157072643527,0.6322325711059238
0.9991618393979402,0.6325814058820789
0.9991666188680719,0.634760465556596
0.9991743995745438,0.6347751295123873
0.9991835583544058,0.635003478655197
0.9991983310894571,0.6354797222683715
0.9992128327816654,0.6359719173310603
0.9992225787065627,0.6399456445449464
0.9992602907171341,0.6410298393184592
0.9992683223007678,0.6425654757579303
0.9992761321598015,0.6440393374008445
0.999288873911095,0.644102788810676
0.9992997056013525,0.646220063353137
0.9993034886647254,0.6464596782237928
0.999314014502035,0.6468473989800363
0.9993186815015274,0.6472466706708409
0.9993455671758298,0.6492761386936978
0.9993513475581259,0.6501932086990656
0.9993698384947459,0.6516290675314234
0.999388074106999,0.6518275538682374
0.9994023420782678,0.6518586204039141
0.9994029894065186,0.6536200344640652
0.99940586906348,0.6542963774300206
0.9994071838545062,0.6587202401090735
0.9994190452084228,0.6587424248815097
0.9994280100418853,0.6596781894243151
0.9994300429039303,0.6597898180126454
0.9994320153702222,0.6617243359858354
0.9994321281801261,0.6628695919010742
0.9994340605909153,0.6631865757510575
0.9994370650468424,0.66379200532277
0.9994377410449465,0.6638165254807182
0.9994408121876629,0.6639056031945649
0.9994424882023567,0.6655814867383004
0.9994435564370542,0.6669622370679512
0.99944801630847,0.6694698728841991
0.9994522157179523,0.6701615619029254
0.9994611134834434,0.6706604715836155
0.9994611662258883,0.6710683351606181
0.9994712875887222,0.6712654473568425
0.9994743022224059,0.6716896259652254
0.9994764222253064,0.672376452774289
0.9994778703643632,0.6735108015371577
0.9994949859795004,0.6735461578206925
0.9994956086811182,0.6749078025435233
0.9994961589190551,0.6760938603924651
0.9994969309789062,0.6770074896212706
0.9995018682936255,0.6771030352097828
0.9995023130146095,0.6771152354799401
0.9995068386533991,0.678013763661361
0.9995090135072483,0.6781697613212503
0.9995108650824841,0.6782938573826662
0.9995120266713876,0.6793879224510488
0.9995123681337923,0.679413528336644
0.9995150391048578,0.6801968374462775
0.999516911402238,0.6805590300868514
0.9995182157478207,0.6829848814660311
0.9995189529236476,0.6835485420876786
0.999522426050516,0.6848393695250512
0.9995230704288137,0.6856207063681405
0.9995243197445528,0.685784200857368
0.999524433745375,0.685923095098961
0.9995277419761922,0.6870818312959682
0.9995316424970656,0.6878561939673378
0.9995363711041781,0.688086587203687
0.9995379907173085,0.6881533877002302
0.9995405064042451,0.6884432671607716
0.999542804629145,0.68863862720538
0.9995502448535892,0.6892911285293313
0.9995525632966621,0.6894161914437553
0.9995568663611689,0.6902889636616799
0.9995578383056117,0.6904427865351495
0.9995582859240758,0.6917011210486133
0.9995623207017268,0.6918056626825897
0.9995670469609007,0.692431295477155
0.999567456650418,0.692703026143989
0.9995679777934087,0.6935909153664197
0.9995695538720804,0.693772381252002
0.9995710433760199,0.6941637321118981
0.999572120503058,0.6951794291850735
0.9995735463644183,0.6952069174069027
0.9995772425890729,0.6956058221262551
0.9995792391464782,0.6956291684221931
0.9995801774997041,0.6965247459474828
0.9995805481898664,0.6968309645905688
0.9995829956390043,0.6968354079825791
0.9995856005792442,0.697743853404841
0.9995907209473932,0.6979852214743119
0.9995923816387107,0.6983245072587925
0.9995952656533966,0.6988700388358623
0.999596475716244,0.6994534683003394
0.9995985833167482,0.6998099290242155
0.9995989054653318,0.7002693959833919
0.9996002158550247,0.7014301971834502
0.9996004681342262,0.7015541911449699
0.9996023671413691,0.7024072545596058
0.9996024221497958,0.7026229110544222
0.9996073782069018,0.7028710302306906
0.9996081222698588,0.7033173531723051
0.9996086247917259,0.7033259938884956
0.9996087402100847,0.7035095830891
0.9996142820935078,0.7037101981548002
0.9996192722676084,0.7046705203422623
0.9996225292984656,0.7052559672416587
0.9996233687161719,0.7056045599711331
0.9996243523122441,0.706046900529129
0.9996282826246038,0.7062781494882577
0.9996324892490293,0.7082783259136207
0.9996392993006129,0.7095251306024353
0.999642153994236,0.710103785664767
0.9996472042870538,0.7101494132378446
0.9996484178162299,0.7103516411583992
0.9996497041577109,0.7106317744492735
0.999651885423652,0.7115169512788034
0.9996537700708625,0.7115859676218548
0.9996550812347924,0.7118453884743736
0.9996579452841868,0.71184808126353
0.9996582037086085,0.7123950030243655
0.9996600012770653,0.7129048974713574
0.9996623690749039,0.7129721208967965
0.9996656206671197,0.713982436169551
0.9996671882265394,0.7142687808624317
0.9996684207553282,0.7147593834691048
0.9996749152987066,0.7168462835898012
0.9996767228476592,0.7176551887749394
0.9996874521211013,0.7194788758454044
0.9996904560470079,0.7194986185722295
0.9996924767352589,0.7197904094083808
0.9996932846999822,0.7198288963231854
0.9996940380708901,0.7213420973534619
0.9996949481160884,0.7218944998557539
0.9996995138636798,0.7222979605681739
0.9997067072644384,0.7228133867180631
0.9997075796450551,0.7230155265218614
0.9997078576066372,0.7230772150016636
0.999714590349698,0.7233139853774813
0.9997176029414689,0.7235525477136437
0.999717966466014,0.7236600147991341
0.9997184469780774,0.7238014354654334
0.9997195338988177,0.7241438647808223
0.9997203677448774,0.7242891274351122
0.9997203763775807,0.7248589996052384
0.999720668276247,0.7249377153320782
0.9997219146460957,0.7249934578723147
0.9997219670583434,0.7273009984692342
0.9997234530434815,0.7277106772452955
0.9997238652370671,0.7277217543788329
0.9997238848279547,0.7285356456912658
0.9997262965048993,0.7285747604271409
0.999728212584811,0.7293961385077747
0.999733022644941,0.7294819521381305
0.9997333989454842,0.7300586448144477
0.9997337191682606,0.730686088637172
0.9997339838109582,0.7310283539544766
0.9997348957511355,0.7312696283825643
0.9997362933721119,0.7314918147275162
0.9997368471816757,0.7323904577864075
